2dntca_b01e2ce3an4a2i3re2n3cq4w5a3y4kq5j4tj5r6a5c6c7c6e7es1e2c3a2k3nj4a2i3e4i2n3cq4w5a3y4t5nrqck6ke	0290e0a9a834f5df7547f94ad5	99	0.778402	0.095869	0.482296
2dntca_b01c2ac3i2e3a2k4a2i4ri2n3ck4y5j4ze5y6c4cs01ce2k4a2i3re4i2n3q4n3yk4yz5rqc6n4c6e7e	08a500b5c1622a3435d99079fb	99	0.725771	0.110723	0.461579
2dntca_b01ce2a3njr2n3c4nkj5n4z5r6a4e5c6k5e6e8s01e2a3i2ek3njr4r3cq4nw3k4ytj5n4z5rq4e6cn7c5e6i8	345b0a4df9578478b28276d60f	99	0.767317	0.093352	0.471996
2dntca_b01ce3ia2k3nj4a3e5i2n4w3k4kyj5n6a5c6c5k6kn7c5e6ei8s1c2ac3i2ek3e4r2n3q5a3k4yq5j4tjz5r4e5ck6k5e6ei8	35d8fce8df518e95132417afa7	99	0.771441	0.095463	0.482313
2dntca_b01ce3i2k3n4a3re4ri5i4w3yk4qt5n4z5q4e6c5k6n5e6ei7e8s01ce2c3a4a2in3cq4n5a4yq5jn4z5qcyk6k4c5e6ei7e	1ff8d5a5670b53bd007e897b27	99	0.785384	0.089595	0.489263
2dntca_b01ce2c3i2ek3j4a2i3re4i5i2n3q4nwktj5nq6a5y6c5k6k4c8s1ce2a3i4a3r4r5i3k5jr4e5y6c5k6k7c5e6e8	30c6cf708459c401dab782ed77	99	0.751018	0.100621	0.498683
2dntca_b02a3i2e3a2k3nj4a2i5i4w3yk4ky5j4j5n4z5r6a5y6c5k6kn7c8s01c2c3i2ek3jre4ri5i2n3c4w3y4kyj5n4z6c4c6ei7e	1ca03e3071b7af4d0fa1573fe9	99	0.770648	0.091533	0.460167
2dntca_b01c2a3i2ki3e4ri5i3q4nw3y4q5j4t5n4z5rqcy6c5k6kn5e7e8s01c2ac3i2e3aj2i3r4i5i2n3cqy4qz5q6a5c6c5k4c7e8	3a285ebb422f711dccfd4fb12b	99	0.772339	0.093183	0.482017
2dntca_b01c2cek3nj4a3re4r5i2n4w5a3y4kytj5rq6a5cy6c5ke6i7e8s1e2ace3aje2n3cq4w3y4q5n4z6a5cyk6n4c5e6e8	33e945ba623ccd5f112e4dcf53	99	0.762203	0.094029	0.480325
2dntca_b1e2ac3i2e3a2k4a2i4ri5ia3y4y5j4tj5n4z5q4e5c6c5k6k7c4c6e7e8s02a3i2e3nr4i2n3q4kyq5j4t5nq4e5c6c5k6kn	1215eeed2f8be91604b92699fc	99	0.781553	0.091734	0.467479
2dntca_b2ce3a2k3nj4a3r4rn5a3yk4yqj5nrq6a5y6ckn7c4c5e6es01ce3an2i3r5i4nwq5j4j5n4z5r6a5y6c5ke6e8	20dc7b32f61d9b6288ca287fd0	99	0.770389	0.088968	0.451542
2dntca_b02e3aj2i3re5i3q4nwyq5jnrqc6c5k6k7c4c6e8s1c2ae4a2i3rq4w5a3yk4qtz5r6a4e5c6cn4c6e	10b52eeaca6d38d1c0e784a4c1	99	0.773036	0.099780	0.431329
2dntca_b1e2aci3e4i2n3cq4n5a3y4tj5ryk6n7c4c5e6e7e8s01ce2e4a3re5i2n3c4nkq5n4z6a5k6kn4c5e6e7e	1afdf4126284c12ef99584701c	99	0.784564	0.086367	0.423121
2dntca_b1e2ac3i2e3anj4a2i3re4r3cq4nw3yk4y5j4t6a5cy6ce7e8s01ce3i2k3n5i3q4wqz5rqcy6ckn7c5e7e	1a5383b9c2106b51e80f327efc	99	0.766305	0.092058	0.492825
2dntca_b1c2a4a3e4r5i3c4nw5a3yk4qtjz5qc6n7c6i7es1e3i2e3a2i3re4ri5a3k4ktze6kn7c4c6ei7e	0fa3b04848cad383a7ec0e480a	99	0.740261	0.092952	0.372108
2dntca_b1c3j4a2i3e5i3cq4nj5n4z5rq4e5c6ck5e6e7es01ce2e3a2ki3e5i2n3qk4kyq5jn4e5k6kn7c6i8	261bc86c27cf8014e9651c7c02	99	0.766573	0.102272	0.426775
2dntca_b01ce2ac3i2e3a2k3j4a3re4r5i3c4nw3yk4ktj5n6a5yk6kn4c6ei8s2a3i2e3anj4a2i5i2n5a3y4yqtjz5q4e6c5k4c6i7e8	3d345e515b31c785a86eee8dff	99	0.750811	0.110295	0.470171
2dntca_b02a3i2e3a4i2n3yk4kqz5rq6a5c6c5k6ni8s1ce2e3a2i3re4i3c4w3y4k5jr6a5y6c5k6kn7c4c7e8	3923d72a84be174815d00c60e9	99	0.740877	0.100542	0.375658
2dntca_b01c2a3i2e3a2k4a2i3r4rn3k4yqtj5nr6a4e5cyk6n7c5e8s1e2a3i2e3aj4ai3cy4kyq5rq6a4e6c5k6kn7c5e6ei	14cbf65f83b5da08840bcec9eb	99	0.791201	0.087183	0.462871
2dntca_b02e3aj2i3re4ri5i2n3qk4q5j4tz6a4e5y7c6e7e8s01ce3i2e3an4a2i3re4i2n4n5a4kq5j4tjz5q6a5cy6ck4c5e	1270a3975e9272a455ffae74c1	99	0.776277	0.100081	0.482737
2dntca_b1e2ace3a4ai5i4w5a3k4kyqt6a4e5cyk7c4c6e7e8s02ace3a2k3j4a2i3re4r3cq4w5a3y4y5j4tj5ry6c5k6n5e7e	1a55671c9d305edb03f0dd98dc	99	0.781550	0.090514	0.492283
2dntca_b01c2c3i2e3a2k3n4a3re4ri3q5an6a5y6ckn7c5e6i8s03i2e3njecq4n5a3k5jnr6a5k6n7c8	310b7832a45100ba411e661bf3	99	0.770251	0.090815	0.451037
2dntca_b2c3ia2ki3e4r3q5a3yk4y5j4tz5cy6c5e6e7e8s01ce2c3a2ki3e2n3y4qj5nrqc6c5k7c8	321a42b9b2226b06414d1971b0	99	0.689570	0.138323	0.366333
2dntca_b2ae3anj4a3r4ri5i3q4n5a4kyq5j4t5rqcy6ckn7c6ei7e8s1c2c3a2k3n4a2i3re4rin3yk4kyq5j4t5q6a4e5cy6kn7c5e6ei7e8	3fd3b9fb0fec7c22c7fab92ec8	99	0.061282	0.000000	0.016813
2dntca_b1c3iaj2i3r4i5i3c5a3y4yt5nrck6k5e6ei8s03a2k3j2i3r2n3cqy4q5nrq6a4e5c6k7c5e6i	155a8ccba225491e20f35814a2	99	0.737673	0.101585	0.378471
2dntca_b1e2cekin3q4ytj5n4z5q4e5yk6kn7c6e7es01ce2ek3re4i5i2n5a3yk4kyq5r6a4e6c5k6n7c4c8	22337e5683ebc8845d81147154	99	0.733939	0.107463	0.399358
2dntca_b01ce2a3i2ek3n2i3r4i3q4nw5a3y5j4tz5rqy6n5e6i7e8s01c2ac3i2ek3j2i3e4ri5ia3y4kytz5r6c5k6n7c6i8	370b5210c9ae6183cf5357b36f	99	0.766938	0.097242	0.487583
2dntca_b01ce2a3i2ek4a2i3r4i2n3q4nw3k4q5j4tj5nq4e5c6c5k6kn4c6ei8s2ac3i2e3nj2i4ri2n4nw5a3yk5jnq4e5y6c5k6k7c6ei7e	1d96df6d2469f2e5d65367896f	99	0.764386	0.099450	0.432887
2dntca_b02ac3i2e3nj4a2i3r4ri5i4n3yk4kq5n4z5r6a5y6kn7c5e7es1e3i2ei3e4i2n3cq4w5a3y5j4j6a4e5y6ckn4c5e6e	02e9bb52143717dc857b064e79	99	0.776483	0.091341	0.490571
2dntca_b01c2ck3n4a3re4r5i3q4w3k4yqt5qc6ckn7c5e8s01c2ace3nj4a3e4r3q4nw5a3k4qtj5nq4e6c5k6k7c4c5e6e7e	18eafa693a485af1432ee5bb13	99	0.769853	0.093252	0.447179
2dntca_b03i2e3an4r2n4n3k4yq5nqcy6ckn7c5e6es2ae3anj2i3re4ri5i2n4nw5a3yk4k5jq4e5yk6n7c5e6i8	245b797904e91ae49fc86c82e1	99	0.754475	0.103275	0.434692
2dntca_b2ce3a2k3j4i5i2n3c4nw3k4ky5j4tz5rq4e5c6c5k6kn7c4c6e8s01e3i2e3j4a3e4ri2n3cq4w3k5q6ac5k6kn7c6e7e8	3897fe2f004e6e5db730c655d0	99	0.747940	0.112943	0.475829
2dntca_b02ce3a2k3j4a2i3e4r2n3q5a3yk4kqtz6a4e5ck6kn7cs01e2a3i2e3nj4a3r4r3q4nw5a4yqt5n4z6a5y6c7c4c5e6ei7e8	2ce23f0e6b1257f2528de6ddd1	79	0.019859	0.002833	0.023158
2dntca_b3i2ek3j4a2i3r4r5i3cqyk4yq5j4t5rq6a5cy6e7es01e2ce3a2k3n4a2i3e2n3cy4kyqt5r6a5y6cn5e6e7e	0ad1031a8bbc7b0c616bbd5d60	99	0.768037	0.098596	0.497725
2dntca_b1c2ck4a2i3r4r3cq4nw5a3y4y5j4j5n6a5cyk6k4c5e6i8s2ace3a2k3njre4i5i2n3c4n3k4k5j4j5rq6a5y6cn5e6ei7e8	3dcd0f1b94d1a92fed8b7d8912	99	0.777066	0.091393	0.410679
2dntca_b2ac3i2k3n2i3r5i2n3q4w5a3yk4yt5n4z5rq6a5cy6ckn4c6e7e8s01ce3i2e3a2i3r4r5i3q4nw5j4t5rq4e5y6kn7c4c6i	163799798c1f4b735ae30e7338	99	0.790023	0.087578	0.492279
2dntca_b1c3i2e4a3e4r5i3c4w5a3yk4kyq5j4tj5n4z5rq6a5c6c5k6k4c5e6e8s1c2c3iajre4r5i2n3c4nw3y5rq4e5c6k7c4c6e7e8	38be8ce9803fff6f2bac4b2862	99	0.733782	0.099825	0.451825
2dntca_b1e2ae4a3r4ri2n4w5a3yk4kyj5n4z5r6a5cy6ck4c6ei8s01ce2a3ia2k3nj2i4i5i2n3cy4tj5n4z5q6a5c6c5k6n5e6i8	35554abb78378f0f1c5a7af84c	99	0.794194	0.084777	0.475287
2dntca_b2a3anj4a2i3r4r5i3q4nw5a3yk4y5j4tjz5r6a4e5cyk4c6i8s1c2aek3n2i3r4ri5i2n3q5a3k4kytjz5q6a4e5y6c5k6kn7c6i8	3507c75f59d6eb97ceeb34ae88	99	0.759691	0.098171	0.407771
2dntca_b1ce2ack3r4ri2n3cq4w5a3y4yqt6a4e5cy6ckn7c4c5e6ei8s1ce2c3aj2i3r4r5i2n4nw5a4kj5n6a5cyk6kn7c4c6ei7e8	3dbff9be309059e77ada49611e	55	0.018281	0.001344	0.010667
2dntca_b02ack3j4a2i4i5i2n4nky5jnrq6a5yk6k7c4c6ei7e8s1ce2c3ia2k3n4a3r2n4n5a4k5n4z5q6a4e6c5k6k7c6i7e	1f16ee53609d2ca490b1bb6d19	99	0.698633	0.101668	0.357371
2dntca_b01ce2ace3aje4i3qy4kyqt5q4e5yk6n7c5e6i8s01c2a3ie4r5i2n4nwyq5j4t5n4z5c6ck5e6i7e	1d48b6946f085d644b1402b4df	99	0.770035	0.095220	0.450917
2dntca_b01ce2a4a2i3re5i2n3k4k5j4j5r6a5cy6ckn4c6ei8s01ce2c3iajr4ri5i4n5a3k4ky5j4tj6a4e5cke6i7e8	3d5458fa1dd4a6a01ea74b780f	99	0.791561	0.087400	0.492200
2dntca_b2ce4a2i3e4ri2n5a3k4y5j4jz5q4e5cyk6k4c5e6es2ce3a4ai2n3q4nw3yk4ky5j4tj5nrq4e5ck6k7c4c6i8	243eccddbdeaaa76141d8d0850	99	0.020455	0.000000	0.006221
2dntca_b02c3a2k3j2i4ri5i2n3c4nyqtj5n4z5rq6a5c6ckn4c5e6i7es01c2c3i2e3are5i2n3c4w3y5j4z6a5y6ck7c4c7e	0b2e9b2a443fd84cb9b90f3591	99	0.753932	0.096021	0.468050
2dntca_b01c2a3i2e3a2ki3rcq4w5a3yk4y5jn4z5cy6k5e6e7e8s01e2a3iaj4a2i3re4ri5i3q4n5a4kyj5n4e5ck6kn7c5e6ei	16dbc8d831832bb36fc3cad1eb	99	0.779237	0.094454	0.455183
2dntca_b01c3anj4a2i3re4i3cq4w3k4kyq5j4t5r6a5cy6ckn4c6e7e8s01ce2ac3ij4a2i3e4r5i4nw3y4kyqtjz5k6n5e6i	165558385bb47e616b57c3fe83	99	0.761699	0.103249	0.490162
